binary,given_name,surname,date_of_birth,phone_number,email,address,city,state,zipcode,duplicate_1,multicollinearity 4,pd qcut1,target,random choice 2,multicollinearity 2,random choice 7,standard scaling,outliers 1,outliers 2,correlated w target 2,corr_feature_class,duplicate_2,uniform corr 2,multicollinearity 3,pd qcut3,multicollinearity 1,min max scaling,random label num 12,correlated w target 1,uniform corr 1,class,pd qcut2_Q2,pd qcut2_Q3,pd qcut2_Q4,random choice 4_North,random choice 4_South,random choice 4_West,semi_constant_2_q_const_0_1,semi_constant_2_q_const_0_2,random label num 3_label num lo 2,random label num 3_label num lo 3,semi_constant_1_q_const_0_1,semi_constant_1_q_const_0_2
1,0.005,0.003,0.001,0.101,0.001,0.001,0.001,0.016,0.001,-0.6860766332166293,-2.807794842047939,1,-0.04039569818845051,1,1.5828563415326824,0.152,38764.47815279867,-0.6229015059293616,1.6510715941055385,1.3606180449984808,-8.784290993966893,-0.21730425574735168,0.9280348416799852,1.4940223030243556,0.2,0.45066796302958756,636.458693516394,0.075,0.8414437054541191,0.6044873968138763,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1,0.003,0.001,0.001,0.001,0.001,0.001,0.001,0.012,0.001,2.9251395877620867,-0.1463334033664354,0,5.165736554096395,0,0.35321050998459064,0.134,35582.874235649055,2.247269577827204,2.986593557419454,4.853644023591484,-8.784290993966893,2.7119608896597107,0.8919072007998261,0.4559733211919766,0.2,0.6611367270960777,18.136663627692634,0.077,2.4425066029373075,0.8645299732655751,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.006,0.001,0.001,0.001,0.001,0.001,0.001,0.163,0.001,1.882030027039841,0.2669073807112665,0,3.1919319238247565,1,-0.5386197498996654,0.152,53240.90462589948,-2.0523910020361043,6.547806773681892,-0.14187582905022822,2.6073086025939896,1.646367141258015,0.8838538471818602,0.07259991827971526,0.2,0.2361898044854535,419.8786367097762,0.08,3.234269113115284,0.9594307225771554,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1,0.005,0.005,0.001,0.001,0.001,0.001,0.001,0.021,0.001,1.0198391116840506,0.34159254460446253,0,2.16415341226954,1,-3.190033957504223,0.14,44505.83184217159,-3.1406628842724738,-2.364799017820048,-0.8714515813211299,-8.784290993966893,1.0474848470309324,0.8018857210682129,0.3128505544113031,0.2,1.9931968268036342,18.136663627692634,0.078,-9.722977761526217,0.9161048992066649,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0.313,0.002,0.001,0.001,0.001,0.001,0.001,0.018,0.001,-0.3714869425311782,0.003829689878241502,1,-1.5917313144198164,0,1.703021575248748,0.15,46177.819142793174,-0.2845299414111862,0.5124362282390247,-2.079572620024373,4.057643580409653,-0.8983006964065531,0.8778147065634461,0.16182657601178557,0.2,1.3831513208473214,260.04504564383757,0.081,-0.777135491822533,0.16423323157312297,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,0.313,0.002,0.001,0.001,0.001,0.001,0.193,0.017,0.282,-2.409975872086312,-2.5926886996816556,0,4.171443967670781,0,1.827155251243323,0.14,55512.5960300665,-0.029826314641180834,2.0096504038669534,-0.05767772863685483,7.366384677389176,1.5115778404585067,0.9722276355927976,-2.379374184661248,0.2,0.825154305216977,411.2204251302414,0.093,-1.3186014044652583,0.9565850805431452,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0.009,0.002,0.001,0.001,0.001,0.001,0.193,0.013,0.282,0.5508509886724762,0.8803895155035155,0,1.0711718257205494,1,-3.190033957504223,0.141,51285.14277208132,0.0003708124148921599,-2.364799017820048,-8.619208889496608,3.584730001651435,0.4724066441252236,0.49484627179787083,0.8938318399184921,0.2,1.41307473658767,18.136663627692634,0.093,3.827316218634937,0.6282866093367354,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1,0.002,0.001,0.001,0.001,0.001,0.001,0.002,0.018,0.001,-1.287894198500732,1.6303980746123097,0,4.663571335859559,0,1.1975746854792086,0.152,40829.35366268513,0.4888024930709241,-2.364799017820048,6.198060771716264,3.0343181655118796,1.8961937668539977,0.7986256481292364,1.2469168807930477,0.2,-0.41715843862136953,404.28666081644656,0.066,3.5668337347431622,0.8752790883638104,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1,0.006,0.002,0.001,0.001,0.001,0.098,0.193,0.163,0.282,-2.044462049230024,1.5100290163063494,1,-0.05917940201608718,0,-3.190033957504223,0.141,39204.92503688614,0.3309185518507293,-2.364799017820048,1.6093202364870882,5.2729749101811105,-0.41349414144382024,0.7179749559102369,2.097545723002724,0.2,-1.015248350833857,18.136663627692634,0.078,-9.722977761526217,0.6222498347703768,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.313,0.006,0.001,0.001,0.001,0.001,0.001,0.014,0.282,-0.8852896287436569,-2.506880861535647,1,-2.385582206089156,1,0.9175668434937513,0.132,46814.73928028897,0.3286703720392521,5.391070190584559,-2.1763536530220446,1.2347140968303991,-1.3398820467032777,0.6163535879579474,-1.2041098084894968,0.2,0.6220251559942603,119.3570095571983,0.078,-2.9933112616255317,0.4256331070180242,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1,0.004,0.001,0.001,0.001,0.001,0.001,0.001,0.019,0.001,1.0241831340573713,1.1169783052502253,0,2.0071546527859363,0,1.1608502329454715,0.151,47286.93528877797,0.0835857358110238,-2.364799017820048,-1.8284235687437946,2.7628828624148793,0.9747731471654596,0.7285603563308352,0.8314398671749322,0.2,0.7126707407070421,420.99661577420454,0.081,6.470647542199648,0.28841382473431243,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.003,0.006,0.001,0.001,0.001,0.001,0.001,0.163,0.001,2.772118783740503,-0.8517100019548602,1,-1.796914443713002,0,0.531072086669204,0.151,63048.44257508166,-0.8139046776751402,1.5278735647571589,-8.619208889496608,-8.784290993966893,-0.5603828863589755,0.029259800385841098,-3.1696340472587052,0.2,0.8455982186350013,414.58134875175875,0.147,1.782602563856101,0.10821947787152641,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0.313,0.001,0.001,0.001,0.001,0.001,0.002,0.014,0.001,2.894620275821785,0.13837321659455443,0,5.725060088355324,0,-0.5588088521149446,0.15,47149.026085419624,0.9527522480609837,-2.364799017820048,-8.619208889496608,2.7036123937376595,2.9689279268649393,0.743715379680644,0.30139832062735944,0.2,-0.4818264688207693,219.30445126115077,0.147,-9.722977761526217,0.9544921621406054,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.003,0.001,0.001,0.001,0.001,0.001,0.001,0.015,0.001,-1.5337204517022132,0.2729072859471724,1,-4.94606867736609,0,0.028736735979469807,0.134,55901.962000698324,-1.6479435377235732,-2.364799017820048,0.27537574290332545,2.4188659969414066,-2.6249741737657706,0.18634733162538702,0.5299280384963433,0.1,-0.2729312530007513,223.39210717106116,0.074,-9.722977761526217,0.0978858848888634,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0.007,0.022,0.001,0.001,0.001,0.001,0.001,0.021,0.282,0.02098191690910778,0.16783100874734783,0,0.07126907475273472,0,0.4520328736724617,0.134,33244.99623828901,0.5325090335339153,-2.364799017820048,-3.20463672607,1.8915688066527059,-0.06760796056650875,0.8177475609964509,-3.1696340472587052,0.2,0.6653019707810678,18.136663627692634,0.093,-1.2522222898603272,0.24072754505292232,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0.001,0.003,0.001,0.001,0.001,0.001,0.001,0.012,0.001,1.8443231378056928,0.4995458665317719,1,-2.939031799307607,0,-0.42516012393637814,0.152,61836.21390897472,0.019725380563438,2.2498509551874064,-7.891584263716009,-8.784290993966893,-1.2217076521647443,0.6854558121432104,0.6149235827755433,0.1,-0.07213381266773224,302.57178448223704,0.147,-9.722977761526217,0.08684357703981671,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1,0.001,0.002,0.001,0.001,0.001,0.001,0.001,0.017,0.282,1.0483525417087796,-1.1389625773171146,0,1.9721758144260035,0,-0.32244734939449016,0.15,67391.83189877466,0.7283388649049013,2.2485324077541033,-0.5939323751160503,-8.784290993966893,0.961774366183153,0.28159990472824276,-1.547131891341485,0.2,0.5964603319517633,388.1738438048105,0.08,1.9885477040737598,0.562589300149925,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0.009,0.004,0.001,0.001,0.001,0.001,0.001,0.021,0.001,2.4004610305674445,0.9604604765303865,1,-2.4120682514447593,0,-2.072651239931788,0.134,64833.2020983388,-3.337927192070519,2.8662600647848873,-2.9420673550300984,-1.6440214015769166,-0.8989091039422038,0.4881128975141418,1.0106159497521596,0.2,-0.6518117096263186,265.2707633674395,0.093,-3.0959963511582385,0.4312231818933487,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0.313,0.008,0.001,0.001,0.002,0.001,0.001,0.013,0.001,-0.9062701513138482,-0.524200497379564,1,-1.479837561849778,1,0.8324746400043939,0.151,42143.70991044265,-0.696218533339815,-2.364799017820048,2.6377172105259485,0.3262175032848662,-0.9198365268034259,0.0007284003829561696,-0.8720663554515247,0.2,1.024603720566929,18.136663627692634,0.066,1.020913562073067,0.4061184655339974,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,0.313,0.002,0.001,0.101,0.001,0.001,0.193,0.014,0.001,0.6856439278887565,0.8538636247431052,1,-1.719440301667864,0,-0.8469941515504046,0.132,37232.06497006244,-1.6359801622828987,-2.364799017820048,-5.712981444107674,0.43360522731173146,-0.812080630970504,0.6221831273576235,0.38643725203207285,0.2,-3.0602901205933164,18.136663627692634,0.07,2.0697719548134508,0.45585675260945074,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.313,0.001,0.001,0.001,0.001,0.001,0.193,0.014,0.001,-0.042585889530903476,1.0007226217063945,0,0.42281822091030685,0,0.7470992341535095,0.134,60305.650611129924,3.8869414934252298,-2.364799017820048,0.8498836549985835,2.271676564000051,0.08777843129015706,0.15802617406144404,0.9242512589930334,0.2,0.46616400430997035,344.674177012423,0.066,-2.666106190429713,0.8960682710369863,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.313,0.001,0.001,0.001,0.001,0.001,0.001,0.02,0.282,-1.5108282778358584,0.7088509418665739,0,7.08299431672875,1,-0.1207923100381844,0.151,49243.9362260812,0.5483256267208774,-2.364799017820048,8.148061657026709,2.1810187440457107,2.995192146813761,0.9848534850757005,0.8235171204581171,0.2,-0.5714335986548094,18.136663627692634,0.147,4.643438459662398,0.9931936912930337,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0.313,0.002,0.001,0.001,0.001,0.001,0.193,0.012,0.001,-0.899755982803224,-0.36606981402197364,1,-0.13991053620578175,1,-1.2105912441530282,0.152,48511.933503623506,1.9169836733520116,-2.364799017820048,-1.0758353901614368,2.6974378740575644,-0.2932547227154315,0.36608847349580337,-0.8202436687628544,0.2,-1.1440403515706807,18.136663627692634,0.078,1.0609207162162175,0.3910134317946654,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,0.313,0.004,0.001,0.001,0.001,0.001,0.001,0.016,0.001,-1.561028039293678,0.09664455637589102,1,-5.22805519092952,0,-3.190033957504223,0.134,46194.05920810929,-0.0650129881928487,-2.364799017820048,-2.698953916915385,-8.784290993966893,-2.760416315820616,0.36024073022224334,0.07207374955921125,0.1,0.5314690990414842,466.73524970919294,0.093,0.49366660000618223,0.1036628962068114,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1,0.004,0.004,0.001,0.001,0.001,0.001,0.001,0.019,0.001,0.8097918273664589,-0.287063822978469,0,1.388270723536752,0,0.5085382192554002,0.151,48474.3784024719,-0.31523064316706256,-2.364799017820048,-2.895059700871451,-0.26641576322778926,0.656203460639147,0.0007284003829561696,-0.028909780420585524,0.2,1.7479616354334704,247.55566266616697,0.07,2.5264631359399115,0.7696795580051092,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0.002,0.002,0.001,0.001,0.001,0.001,0.001,0.018,0.001,1.9191488524234055,-2.807794842047939,1,-3.0152134439179354,0,1.463608278946868,0.132,43960.3569352367,-0.04291697641061548,-0.813065728667437,-8.619208889496608,3.2646711422413444,-1.2469570718594878,0.1698028590767786,-1.1402905157567116,0.1,1.2797942647658556,395.39822568422784,0.07,-1.478078329438785,0.4697396544284295,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0.001,0.007,0.001,0.001,0.001,0.098,0.193,0.163,0.282,0.13029209697270694,0.7981493410754329,1,-1.3815935095268763,1,-0.788912432160888,0.151,40598.623209987396,0.8552744277936283,3.459887947257575,-1.5207980645522543,-4.1781089360212,-0.7309448849904976,0.0007284003829561696,0.26666320150671513,0.2,0.19184055165553837,18.136663627692634,0.093,-9.722977761526217,0.16652076392660514,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.001,0.004,0.001,0.001,0.001,0.001,0.001,0.021,0.001,0.14496917450032587,-0.5153900091315919,0,1.3759183149321608,0,0.8002296552741995,0.14,62349.75329869707,0.530810425560261,0.6139905847507721,1.575837828223605,-8.784290993966893,0.5587087380473019,0.21568510717879408,-3.1696340472587052,0.2,1.9430767769988346,496.8751132882833,0.078,4.08365653053697,0.6043934970068878,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1,0.001,0.003,0.001,0.001,0.001,0.001,0.001,0.014,0.001,-0.42624557298219345,-1.3901405302621233,0,0.5943279948739858,0,-0.451263884332926,0.14,37163.8367841215,-0.3686984794017967,-2.364799017820048,-3.769635483942178,-8.784290993966893,0.11493125818958094,0.7465542503559525,-0.9837339164683534,0.2,-0.35950748189192083,393.02221587528857,0.078,-0.03423817451403305,0.39843049431824495,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.313,0.006,0.001,0.001,0.001,0.001,0.001,0.018,0.282,2.329717580598092,-2.807794842047939,1,-1.4191389312861908,0,-1.7794199177869587,0.132,44988.45895608198,3.226423220243804,2.899591020017479,0.04306537419184675,3.0147933959629043,-0.4450183091822124,0.7675838222524871,-1.0816909419768481,0.2,-0.5549391535164633,149.9057418537714,0.08,-9.722977761526217,0.3544800247222389,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.001,0.003,0.001,0.101,0.001,0.001,0.193,0.013,0.282,-2.1948657473081274,1.9514517609552613,0,4.109205757904186,0,1.3526009335279803,0.151,47840.242161453265,0.03847875820067895,-2.364799017820048,5.190014688257921,3.7155782549902554,1.512194632326083,0.7410789473294677,1.5253926886190918,0.2,1.3840622053223919,447.2246754121598,0.147,0.9893428191348144,0.5431868033965942,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0.001,0.01,0.001,0.001,0.001,0.001,0.002,0.014,0.001,-1.6827267296424382,-0.5763651750833918,0,5.267486574858544,0,-1.0282406634528483,0.15,58517.062709143516,-5.417139073514024,3.6968338205355984,4.189897096279324,-8.784290993966893,2.123718114410471,0.9881079873817656,0.03521553883207244,0.2,-0.5444178353453935,18.136663627692634,0.081,1.2095305618467063,0.8344374826099749,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0.313,0.001,0.001,0.001,0.001,0.001,0.001,0.163,0.282,-0.1443286617608046,0.1816382426200301,1,-2.0652215127177107,1,-0.17772769792602752,0.152,53778.941137879854,-5.417139073514024,2.980439420965574,-2.1442391426522422,1.626287711410546,-1.0880569766875943,0.6120516029075875,-0.0354359682554442,0.2,0.3306463778955595,255.9350950300724,0.075,-1.8842552694295938,0.13258315207707833,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1,0.005,0.011,0.001,0.001,0.001,0.001,0.001,0.006,0.001,0.906801029755135,-0.7074391957005,0,1.1786108264025483,1,-3.190033957504223,0.15,63572.33749092095,0.2610286379796315,-2.364799017820048,0.7626794325840048,2.2728451604894597,0.5716866557157456,0.4342224337389565,-1.4598010228969556,0.2,0.7156694787720009,18.136663627692634,0.08,-9.722977761526217,0.5782737594676356,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0.313,0.003,0.001,0.001,0.001,0.001,0.001,0.018,0.001,0.7668533812999103,0.27888439738040655,0,1.161883476541389,1,-1.600785645691199,0.15,27668.47158662742,-0.4193037425065109,1.2038204463970938,2.978709562768839,-8.784290993966893,0.5445669500931893,0.6273918964893193,0.27335749204540083,0.2,-0.6021353381153866,379.19554445926,0.081,-9.722977761526217,0.5413733752273555,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.007,0.005,0.001,0.001,0.001,0.098,0.193,0.163,0.282,1.0576760656314912,2.739685959744267,1,-2.321424547727068,0,-0.27002696240509444,0.141,65627.83961065809,-2.1029154458558406,4.63527027857129,-2.044543558806978,-5.211758694425958,-1.041849105036455,0.5035040474594067,1.9506113222322476,0.2,-0.04991271436280461,511.8495671252001,0.075,-9.722977761526217,0.29927786628329117,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0.313,0.004,0.001,0.001,0.001,0.001,0.001,0.018,0.001,-1.1339476976604566,-0.2234137780097326,1,-2.5696236909455057,0,0.9459650488793955,0.134,43720.23296521058,1.4409251807029793,1.7095710899569911,0.45792328695799744,-8.784290993966893,-1.460128564790036,0.0928612178660484,-0.5025386646606611,0.1,0.31555198670118073,18.136663627692634,0.08,-2.4999546982907406,0.05944899545616936,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0.313,0.003,0.001,0.001,0.001,0.001,0.193,0.015,0.001,-0.8093376111763627,-1.9400315982828324,1,-0.6928203514668745,0,-0.07470353988302741,0.141,54609.80674422892,-0.9653092819620622,-2.364799017820048,2.5907936380394885,-8.784290993966893,-0.5389624776428736,0.0007284003829561696,-1.8882316228089935,0.2,-0.4009909040924365,18.136663627692634,0.147,-0.49361304845576126,0.3506085057197188,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.002,0.002,0.001,0.001,0.001,0.098,0.193,0.163,0.282,1.8932669458344986,-0.8914886128305242,1,-3.0081229416101323,0,-3.190033957504223,0.151,43697.745117807644,0.00402824369582756,-2.364799017820048,5.690764775271062,-8.784290993966893,-1.2472171113368977,0.4659545987427466,-3.1696340472587052,0.1,0.786417559679264,429.81302311316756,0.074,-1.1218530023817297,0.0759846595547774,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0.313,0.003,0.001,0.001,0.001,0.001,0.001,0.011,0.001,0.5697455537949618,0.843068787876428,1,-1.0598055849269172,0,0.0957957656063825,0.134,55174.920900666264,-5.417139073514024,-2.364799017820048,0.1501601398083392,-8.784290993966893,-0.5200528759294801,0.7866029093097396,-3.1696340472587052,0.2,1.1936194296690144,421.66144873990396,0.093,-9.722977761526217,0.1833088650148813,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.313,0.003,0.001,0.001,0.001,0.001,0.193,0.012,0.282,-1.2362469774398837,-2.807794842047939,0,3.11600406435852,1,-0.5941799694841676,0.152,52673.50386485139,-0.9828211979660388,2.2935816499014026,4.0432936715836965,-8.784290993966893,1.180678340493937,0.3357128971571841,-0.5212288245321448,0.2,-1.1734647288587836,332.08610056517165,0.075,-9.722977761526217,0.9362402313726974,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
